member_name,sitting_date,parliamentary_period,parliamentary_session,political_party,government,roles,member_gender,speech
πλευρης κωνσταντινου αθανασιος,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Αυτό είπα κύριε Ραγκούση…
ραγκουσης νικολαου ιωαννης,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Αυτό είπε Ξένη Δημητρίου επιτροπή Αφού σπάσατε απόρρητο πάρετε ευθύνη πείτε ολόκληρο
πλευρης κωνσταντινου αθανασιος,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Ακούστε θέλετε διαβάστε Εγώ είπα παραιτήθηκε…
ραγκουσης νικολαου ιωαννης,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Εσείς είπατε είπε Δημητρίου Πείτε είπε Δημητρίου
πλευρης κωνσταντινου αθανασιος,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Θα αφήσετε ή όχι
ραγκουσης νικολαου ιωαννης,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Πείτε είπε Δημητρίου Να πείτε ολόκληρο
πλευρης κωνσταντινου αθανασιος,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Όταν παραιτήθηκε κ Αγγελής λέγατε «δεν είπε Παπαγγελόπουλο» παραίτησή λέει κ Δημητρίου «Πίσω δημοσίευμα “ΔΗΜΟΚΡΑΤΙΑΣ” Παπαγγελόπουλος» Αυτό είπε Και λέει «Τι λες παιδί Τι λες» Και λέει «ποιος «Ρασπούτιν»»
ραγκουσης νικολαου ιωαννης,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Το επόμενο «Τι λες» Και Μην κρύβεις Συνέχισε πες το
πλευρης κωνσταντινου αθανασιος,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Μα είπα Διαβάστε το
ραγκουσης νικολαου ιωαννης,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Όχι διαβάζω Δεν σπάω απόρρητο Εσύ σπας τέλους
αβδελας κωνσταντινου αποστολος,19/05/2020,period 18 review 9,session 1,ελληνικη λυση - κυριακος βελοπουλος,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['ζ αντιπροεδρος βουλης(18/07/2019-28/07/2020)'],male, Κύριοι συνάδελφε παρακαλώ
ραγκουσης νικολαου ιωαννης,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Κύριε Πλεύρη πείτε τέλους Τι είπε Σας παρακαλώ Τι ρώτησε Δημητρίου Αγγελή
πλευρης κωνσταντινου αθανασιος,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Τι Τι ρώτησε
ραγκουσης νικολαου ιωαννης,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Συνέχισε πρόταση Γιατί διαβάζεις
πλευρης κωνσταντινου αθανασιος,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Σε λέτε έχει
ραγκουσης νικολαου ιωαννης,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Σε λέω ξέρεις καλά
πλευρης κωνσταντινου αθανασιος,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Τι Πείτε Εγώ λέω Είπε όνομα «Παπαγγελόπουλος»
αβδελας κωνσταντινου αποστολος,19/05/2020,period 18 review 9,session 1,ελληνικη λυση - κυριακος βελοπουλος,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['ζ αντιπροεδρος βουλης(18/07/2019-28/07/2020)'],male, Κύριε Πλεύρη πείτε άλλο
ραγκουσης νικολαου ιωαννης,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Είπατε είπε όνομα «Παπαγγελόπουλος» αποκρύψατε ρώτησε κ Δημητρίου
πλευρης κωνσταντινου αθανασιος,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Τι ρώτησε Δημητρίου
ραγκουσης νικολαου ιωαννης,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Τι ρώτησε κ Δημητρίου Αν Πείτε τώρα
αβδελας κωνσταντινου αποστολος,19/05/2020,period 18 review 9,session 1,ελληνικη λυση - κυριακος βελοπουλος,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['ζ αντιπροεδρος βουλης(18/07/2019-28/07/2020)'],male, Κύριε Ραγκούση ζητήσατε είπε
πλευρης κωνσταντινου αθανασιος,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Το «φέρε στοιχεία» εννοείτε Αυτό λέτε
ραγκουσης νικολαου ιωαννης,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Αυτό πες ολόκληρο
πλευρης κωνσταντινου αθανασιος,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Ωραία «Φέρε στοιχεία» λέει
αβδελας κωνσταντινου αποστολος,19/05/2020,period 18 review 9,session 1,ελληνικη λυση - κυριακος βελοπουλος,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['ζ αντιπροεδρος βουλης(18/07/2019-28/07/2020)'],male, Σας παρακαλώ Όχι διάλογο
ραγκουσης νικολαου ιωαννης,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Έχεις αποδείξεις ρώτησε λέτε Και λέει Αγγελής «Δεν έχω»
πλευρης κωνσταντινου αθανασιος,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Φέρτε αυτό
ραγκουσης νικολαου ιωαννης,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Τι κάνει Αγγελής Παίρνει καταγγελία κάνει 
αβδελας κωνσταντινου αποστολος,19/05/2020,period 18 review 9,session 1,ελληνικη λυση - κυριακος βελοπουλος,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['ζ αντιπροεδρος βουλης(18/07/2019-28/07/2020)'],male, Κύριε Πλεύρη συμπληρώσετε
ραγκουσης νικολαου ιωαννης,19/05/2020,period 18 review 9,session 1,συνασπισμος ριζοσπαστικης αριστερας,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Αυτή αξιοπιστία τους
πλευρης κωνσταντινου αθανασιος,19/05/2020,period 18 review 9,session 1,νεα δημοκρατια,['μητσοτακη κυριακου(08/07/2019-28/07/2020)'],['βουλευτης'],male, Κύριε Πρόεδρε παραποιεί Κύριε Ραγκούση Είπε «Φέρτε αποδείξεις» Τι Αγγελής κύριε συνάδελφε Στις 21 Φεβρουαρίου κατέθεσε…
